tanggal,stasiun,pm10,so2,co,o3,no2,max,critical,categori
2020-01-18,DKI2 (Kelapa Gading),41,7,10,44,7,44,O3,BAIK
2020-01-19,DKI2 (Kelapa Gading),73,10,50,92,15,92,O3,SEDANG
2020-01-20,DKI2 (Kelapa Gading),53,8,13,35,6,53,PM10,SEDANG
2020-01-21,DKI2 (Kelapa Gading),34,7,11,30,8,34,PM10,BAIK
2020-01-22,DKI2 (Kelapa Gading),62,10,15,44,7,62,PM10,SEDANG
2020-01-23,DKI2 (Kelapa Gading),39,8,12,26,8,39,PM10,BAIK
2020-01-24,DKI2 (Kelapa Gading),55,10,21,25,7,55,PM10,SEDANG
2020-01-25,DKI2 (Kelapa Gading),30,7,24,28,8,30,PM10,BAIK
2020-01-26,DKI2 (Kelapa Gading),58,12,30,75,7,75,O3,SEDANG
2020-01-27,DKI2 (Kelapa Gading),48,11,10,83,7,83,O3,SEDANG
2020-01-28,DKI2 (Kelapa Gading),---,13,24,43,8,43,O3,BAIK
2020-01-29,DKI2 (Kelapa Gading),52,8,19,67,6,67,O3,SEDANG
2020-01-30,DKI2 (Kelapa Gading),34,7,9,40,7,40,O3,BAIK
2020-01-31,DKI2 (Kelapa Gading),53,7,15,35,7,53,PM10,SEDANG
2020-01-01,DKI3 (Jagakarsa),38,11,25,41,---,41,O3,BAIK
2020-01-02,DKI3 (Jagakarsa),36,11,39,44,---,44,O3,BAIK
2020-01-03,DKI3 (Jagakarsa),51,11,27,51,---,51,PM10,SEDANG
2020-01-04,DKI3 (Jagakarsa),51,11,18,51,---,51,PM10,SEDANG
2020-01-05,DKI3 (Jagakarsa),52,12,25,57,4,57,O3,SEDANG
2020-01-06,DKI3 (Jagakarsa),62,11,39,46,7,62,PM10,SEDANG
2020-01-07,DKI3 (Jagakarsa),38,11,22,52,---,52,O3,SEDANG
2020-01-08,DKI3 (Jagakarsa),47,10,20,44,5,47,PM10,BAIK
2020-01-09,DKI3 (Jagakarsa),67,11,58,46,13,67,PM10,SEDANG
2020-01-10,DKI3 (Jagakarsa),31,11,27,38,---,38,O3,BAIK
2020-01-11,DKI3 (Jagakarsa),26,11,20,31,---,31,O3,BAIK
2020-01-12,DKI3 (Jagakarsa),30,11,17,41,---,41,O3,BAIK
2020-01-13,DKI3 (Jagakarsa),42,11,15,39,---,42,PM10,BAIK
2020-01-14,DKI3 (Jagakarsa),38,11,14,40,---,40,O3,BAIK
2020-01-15,DKI3 (Jagakarsa),44,11,16,63,6,63,O3,SEDANG
2020-01-16,DKI3 (Jagakarsa),67,11,41,78,12,78,O3,SEDANG
2020-01-17,DKI3 (Jagakarsa),52,12,40,119,12,119,O3,TIDAK SEHAT
2020-01-18,DKI3 (Jagakarsa),44,12,25,60,5,60,O3,SEDANG
2020-01-19,DKI3 (Jagakarsa),76,14,62,110,10,110,O3,TIDAK SEHAT
2020-01-20,DKI3 (Jagakarsa),50,12,20,65,6,65,O3,SEDANG
2020-01-21,DKI3 (Jagakarsa),62,12,41,50,15,62,PM10,SEDANG
2020-01-22,DKI3 (Jagakarsa),58,12,43,64,13,64,O3,SEDANG
2020-01-23,DKI3 (Jagakarsa),53,14,24,59,6,59,O3,SEDANG
2020-01-24,DKI3 (Jagakarsa),50,14,31,44,12,50,PM10,BAIK
2020-01-25,DKI3 (Jagakarsa),40,14,34,35,5,40,PM10,BAIK
2020-01-26,DKI3 (Jagakarsa),45,15,43,84,9,84,O3,SEDANG
2020-01-27,DKI3 (Jagakarsa),36,14,29,78,11,78,O3,SEDANG
2020-01-28,DKI3 (Jagakarsa),62,13,39,74,9,74,O3,SEDANG
2020-01-29,DKI3 (Jagakarsa),70,13,42,79,10,79,O3,SEDANG
2020-01-30,DKI3 (Jagakarsa),37,13,17,65,---,65,O3,SEDANG
2020-01-31,DKI3 (Jagakarsa),45,14,27,54,8,54,O3,SEDANG
2020-01-01,DKI4 (Lubang Buaya),33,36,---,36,6,36,SO2,BAIK
2020-01-02,DKI4 (Lubang Buaya),45,36,25,46,5,46,O3,BAIK
2020-01-03,DKI4 (Lubang Buaya),51,37,15,46,6,51,PM10,SEDANG
2020-01-04,DKI4 (Lubang Buaya),48,38,14,51,5,51,O3,SEDANG
2020-01-05,DKI4 (Lubang Buaya),40,39,19,50,5,50,O3,BAIK
2020-01-06,DKI4 (Lubang Buaya),56,37,33,41,6,56,PM10,SEDANG
2020-01-07,DKI4 (Lubang Buaya),50,38,18,47,6,50,PM10,BAIK
2020-01-08,DKI4 (Lubang Buaya),52,40,16,47,5,52,PM10,SEDANG
2020-01-09,DKI4 (Lubang Buaya),82,38,31,30,6,82,PM10,SEDANG
2020-01-10,DKI4 (Lubang Buaya),44,37,18,33,6,44,PM10,BAIK
2020-01-11,DKI4 (Lubang Buaya),36,38,20,30,5,38,SO2,BAIK
2020-01-12,DKI4 (Lubang Buaya),43,38,9,43,2,43,PM10,BAIK
2020-01-13,DKI4 (Lubang Buaya),33,38,11,51,3,51,O3,SEDANG
2020-01-14,DKI4 (Lubang Buaya),32,32,11,48,6,48,O3,BAIK
2020-01-15,DKI4 (Lubang Buaya),35,29,10,52,5,52,O3,SEDANG
2020-01-16,DKI4 (Lubang Buaya),70,30,37,63,5,70,PM10,SEDANG
2020-01-17,DKI4 (Lubang Buaya),71,29,36,125,6,125,O3,TIDAK SEHAT
2020-01-18,DKI4 (Lubang Buaya),59,30,15,75,6,75,O3,SEDANG
2020-01-19,DKI4 (Lubang Buaya),76,31,71,94,5,94,O3,SEDANG
2020-01-20,DKI4 (Lubang Buaya),56,31,13,50,7,56,PM10,SEDANG
2020-01-21,DKI4 (Lubang Buaya),54,30,17,50,4,54,PM10,SEDANG
2020-01-22,DKI4 (Lubang Buaya),82,31,25,53,5,82,PM10,SEDANG
2020-01-23,DKI4 (Lubang Buaya),60,32,20,44,7,60,PM10,SEDANG
2020-01-24,DKI4 (Lubang Buaya),71,30,22,29,5,71,PM10,SEDANG
2020-01-25,DKI4 (Lubang Buaya),37,29,26,35,3,37,PM10,BAIK
2020-01-26,DKI4 (Lubang Buaya),63,30,29,71,4,71,O3,SEDANG
2020-01-27,DKI4 (Lubang Buaya),47,30,13,73,4,73,O3,SEDANG
2020-01-28,DKI4 (Lubang Buaya),72,31,36,---,6,72,PM10,SEDANG
2020-01-29,DKI4 (Lubang Buaya),63,30,27,92,5,92,O3,SEDANG
2020-01-30,DKI4 (Lubang Buaya),33,30,14,80,5,80,O3,SEDANG
2020-01-31,DKI4 (Lubang Buaya),56,30,18,37,5,56,PM10,SEDANG
2020-01-01,DKI5 (Kebon Jeruk) Jakarta Barat,35,13,18,46,---,46,O3,BAIK
2020-01-02,DKI5 (Kebon Jeruk) Jakarta Barat,22,15,24,102,7,102,O3,TIDAK SEHAT
2020-01-03,DKI5 (Kebon Jeruk) Jakarta Barat,44,17,21,63,7,63,O3,SEDANG
2020-01-04,DKI5 (Kebon Jeruk) Jakarta Barat,40,18,19,85,9,85,O3,SEDANG
2020-01-05,DKI5 (Kebon Jeruk) Jakarta Barat,37,21,18,62,5,62,O3,SEDANG
2020-01-06,DKI5 (Kebon Jeruk) Jakarta Barat,58,18,28,64,9,64,O3,SEDANG
2020-01-07,DKI5 (Kebon Jeruk) Jakarta Barat,36,18,39,66,9,66,O3,SEDANG
2020-01-08,DKI5 (Kebon Jeruk) Jakarta Barat,49,21,22,70,10,70,O3,SEDANG
2020-01-09,DKI5 (Kebon Jeruk) Jakarta Barat,60,14,41,71,11,71,O3,SEDANG
2020-01-10,DKI5 (Kebon Jeruk) Jakarta Barat,25,17,17,47,7,47,O3,BAIK
2020-01-11,DKI5 (Kebon Jeruk) Jakarta Barat,36,17,22,80,9,80,O3,SEDANG
2020-01-12,DKI5 (Kebon Jeruk) Jakarta Barat,24,18,13,46,3,46,O3,BAIK
2020-01-13,DKI5 (Kebon Jeruk) Jakarta Barat,34,24,15,50,4,50,O3,BAIK
2020-01-14,DKI5 (Kebon Jeruk) Jakarta Barat,40,26,17,33,7,40,PM10,BAIK
2020-01-15,DKI5 (Kebon Jeruk) Jakarta Barat,25,16,15,51,4,51,O3,SEDANG
2020-01-16,DKI5 (Kebon Jeruk) Jakarta Barat,65,18,30,57,5,65,PM10,SEDANG
2020-01-17,DKI5 (Kebon Jeruk) Jakarta Barat,67,20,35,98,10,98,O3,SEDANG
2020-01-18,DKI5 (Kebon Jeruk) Jakarta Barat,41,18,17,52,7,52,O3,SEDANG
2020-01-19,DKI5 (Kebon Jeruk) Jakarta Barat,76,18,50,66,7,76,PM10,SEDANG
2020-01-20,DKI5 (Kebon Jeruk) Jakarta Barat,43,16,19,45,8,45,O3,BAIK
2020-01-21,DKI5 (Kebon Jeruk) Jakarta Barat,52,18,21,41,8,52,PM10,SEDANG
2020-01-22,DKI5 (Kebon Jeruk) Jakarta Barat,57,17,34,47,9,57,PM10,SEDANG
2020-01-23,DKI5 (Kebon Jeruk) Jakarta Barat,55,15,29,50,10,55,PM10,SEDANG
2020-01-24,DKI5 (Kebon Jeruk) Jakarta Barat,46,15,27,40,7,46,PM10,BAIK
2020-01-25,DKI5 (Kebon Jeruk) Jakarta Barat,36,14,27,80,6,80,O3,SEDANG
2020-01-26,DKI5 (Kebon Jeruk) Jakarta Barat,57,16,42,89,7,89,O3,SEDANG
2020-01-27,DKI5 (Kebon Jeruk) Jakarta Barat,31,14,17,58,7,58,O3,SEDANG
2020-01-28,DKI5 (Kebon Jeruk) Jakarta Barat,65,16,35,65,9,65,PM10,SEDANG
2020-01-29,DKI5 (Kebon Jeruk) Jakarta Barat,56,17,25,73,5,73,O3,SEDANG
2020-01-30,DKI5 (Kebon Jeruk) Jakarta Barat,27,19,16,61,8,61,O3,SEDANG
2020-01-31,DKI5 (Kebon Jeruk) Jakarta Barat,46,16,24,44,7,46,PM10,BAIK
