Date,Province,Daily_Case,Daily_Death,Daily_Recovered,Active_Case,Cumulative_Case,Cumulative_Recovered,Cumulative_Death,Cumulative_Active_Case
16/03/2021,BALI,77,2,165,-90,36916,32309,917,3690
17/03/2021,BALI,227,3,158,66,37143,32467,920,3756
18/03/2021,BALI,306,2,102,202,37449,32569,922,3958
19/03/2021,BALI,207,1,86,120,37656,32655,923,4078
22/03/2020,PAPUA,2,0,0,2,2,0,0,2
23/03/2020,PAPUA,0,0,0,0,2,0,0,2
24/03/2020,PAPUA,0,0,0,0,2,0,0,2
25/03/2020,PAPUA,0,0,0,0,2,0,0,2
26/03/2020,PAPUA,4,0,0,4,6,0,0,6
27/03/2020,PAPUA,0,0,0,0,6,0,0,6
28/03/2020,PAPUA,0,0,0,0,6,0,0,6
29/03/2020,PAPUA,2,0,0,2,8,0,0,8
30/03/2020,PAPUA,0,0,0,0,8,0,0,8
31/03/2020,PAPUA,1,0,1,0,9,1,0,8
01/04/2020,PAPUA,0,0,1,-1,9,2,0,7
02/04/2020,PAPUA,0,0,1,-1,9,3,0,6
03/04/2020,PAPUA,6,1,0,5,15,3,1,11
04/04/2020,PAPUA,2,0,1,1,17,4,1,12
05/04/2020,PAPUA,8,0,0,8,25,4,1,20
06/04/2020,PAPUA,0,1,0,-1,25,4,2,19
07/04/2020,PAPUA,0,1,0,-1,25,4,3,18
08/04/2020,PAPUA,11,0,0,11,36,4,3,29
09/04/2020,PAPUA,0,0,0,0,36,4,3,29
10/04/2020,PAPUA,0,1,1,-2,36,5,4,27
11/04/2020,PAPUA,24,0,2,22,60,7,4,49
12/04/2020,PAPUA,1,0,2,-1,61,9,4,48
13/04/2020,PAPUA,6,0,0,6,67,9,4,54
14/04/2020,PAPUA,0,0,0,0,67,9,4,54
15/04/2020,PAPUA,7,0,0,7,74,9,4,61
16/04/2020,PAPUA,5,2,5,-2,79,14,6,59
17/04/2020,PAPUA,9,0,0,9,88,14,6,68
18/04/2020,PAPUA,6,0,0,6,94,14,6,74
19/04/2020,PAPUA,12,0,0,12,106,14,6,86
20/04/2020,PAPUA,0,0,14,-14,106,28,6,72
21/04/2020,PAPUA,11,0,4,7,117,32,6,79
22/04/2020,PAPUA,5,0,0,5,122,32,6,84
23/04/2020,PAPUA,7,0,0,7,129,32,6,91
24/04/2020,PAPUA,6,0,0,6,135,32,6,97
25/04/2020,PAPUA,0,0,0,0,135,32,6,97
26/04/2020,PAPUA,5,0,0,5,140,32,6,102
27/04/2020,PAPUA,10,0,0,10,150,32,6,112
28/04/2020,PAPUA,26,0,16,10,176,48,6,122
29/04/2020,PAPUA,12,0,0,12,188,48,6,134
30/04/2020,PAPUA,16,0,0,16,204,48,6,150
01/05/2020,PAPUA,5,0,1,4,209,49,6,154
02/05/2020,PAPUA,29,0,0,29,238,49,6,183
03/05/2020,PAPUA,0,0,0,0,238,49,6,183
04/05/2020,PAPUA,0,0,0,0,238,49,6,183
05/05/2020,PAPUA,6,0,0,6,244,49,6,189
06/05/2020,PAPUA,1,0,0,1,245,49,6,190
07/05/2020,PAPUA,4,0,0,4,249,49,6,194
08/05/2020,PAPUA,13,0,0,13,262,49,6,207
09/05/2020,PAPUA,12,0,0,12,274,49,6,219
10/05/2020,PAPUA,30,0,0,30,304,49,6,249
11/05/2020,PAPUA,0,0,0,0,304,49,6,249
12/05/2020,PAPUA,16,0,0,16,320,49,6,265
13/05/2020,PAPUA,5,0,0,5,325,49,6,270
14/05/2020,PAPUA,4,0,0,4,329,49,6,274
15/05/2020,PAPUA,3,0,0,3,332,49,6,277
16/05/2020,PAPUA,15,0,0,15,347,49,6,292
17/05/2020,PAPUA,33,0,0,33,380,49,6,325
18/05/2020,PAPUA,0,0,0,0,380,49,6,325
19/05/2020,PAPUA,6,0,0,6,386,49,6,331
20/05/2020,PAPUA,20,0,0,20,406,49,6,351
21/05/2020,PAPUA,1,0,0,1,407,49,6,352
22/05/2020,PAPUA,27,0,0,27,434,49,6,379
23/05/2020,PAPUA,56,0,0,56,490,49,6,435
24/05/2020,PAPUA,62,0,0,62,552,49,6,497
25/05/2020,PAPUA,9,0,20,-11,561,69,6,486
26/05/2020,PAPUA,0,0,0,0,561,69,6,486
27/05/2020,PAPUA,14,0,0,14,575,69,6,500
28/05/2020,PAPUA,4,0,0,4,579,69,6,504
29/05/2020,PAPUA,56,0,0,56,635,69,6,560
30/05/2020,PAPUA,18,0,0,18,653,69,6,578
31/05/2020,PAPUA,17,0,0,17,670,69,6,595
01/06/2020,PAPUA,41,0,0,41,711,69,6,636
02/06/2020,PAPUA,99,1,10,88,810,79,7,724
03/06/2020,PAPUA,46,0,0,46,856,79,7,770
04/06/2020,PAPUA,17,0,0,17,873,79,7,787
05/06/2020,PAPUA,42,0,0,42,915,79,7,829
06/06/2020,PAPUA,86,0,0,86,1001,79,7,915
07/06/2020,PAPUA,54,0,0,54,1055,79,7,969
08/06/2020,PAPUA,22,0,0,22,1077,79,7,991
09/06/2020,PAPUA,16,0,0,16,1093,79,7,1007
10/06/2020,PAPUA,28,0,0,28,1121,79,7,1035
11/06/2020,PAPUA,19,0,0,19,1140,79,7,1054
12/06/2020,PAPUA,31,0,0,31,1171,79,7,1085
13/06/2020,PAPUA,42,0,0,42,1213,79,7,1127
14/06/2020,PAPUA,12,0,50,-38,1225,129,7,1089
15/06/2020,PAPUA,0,0,63,-63,1225,192,7,1026
16/06/2020,PAPUA,29,0,103,-74,1254,295,7,952
17/06/2020,PAPUA,29,0,3,26,1283,298,7,978
18/06/2020,PAPUA,38,0,0,38,1321,298,7,1016
19/06/2020,PAPUA,18,0,0,18,1339,298,7,1034
20/06/2020,PAPUA,12,0,0,12,1351,298,7,1046
21/06/2020,PAPUA,49,0,0,49,1400,298,7,1095
22/06/2020,PAPUA,11,0,0,11,1411,298,7,1106
23/06/2020,PAPUA,49,0,0,49,1460,298,7,1155
24/06/2020,PAPUA,55,0,0,55,1515,298,7,1210
25/06/2020,PAPUA,56,0,0,56,1571,298,7,1266
26/06/2020,PAPUA,17,0,0,17,1588,298,7,1283
27/06/2020,PAPUA,35,0,0,35,1623,298,7,1318
28/06/2020,PAPUA,25,0,337,-312,1648,635,7,1006
29/06/2020,PAPUA,2,0,105,-103,1650,740,7,903
30/06/2020,PAPUA,62,8,119,-65,1712,859,15,838
01/07/2020,PAPUA,94,0,14,80,1806,873,15,918
02/07/2020,PAPUA,70,1,0,69,1876,873,16,987
03/07/2020,PAPUA,23,0,10,13,1899,883,16,1000
04/07/2020,PAPUA,38,0,0,38,1937,883,16,1038
05/07/2020,PAPUA,36,0,0,36,1973,883,16,1074
06/07/2020,PAPUA,7,2,48,-43,1980,931,18,1031
07/07/2020,PAPUA,30,1,35,-6,2010,966,19,1025
08/07/2020,PAPUA,18,1,23,-6,2028,989,20,1019
09/07/2020,PAPUA,28,0,57,-29,2056,1046,20,990
10/07/2020,PAPUA,85,0,16,69,2141,1062,20,1059
11/07/2020,PAPUA,28,0,19,9,2169,1081,20,1068
12/07/2020,PAPUA,67,2,7,58,2236,1088,22,1126
13/07/2020,PAPUA,101,0,9,92,2337,1097,22,1218
14/07/2020,PAPUA,1,0,2,-1,2338,1099,22,1217
15/07/2020,PAPUA,68,3,59,6,2406,1158,25,1223
16/07/2020,PAPUA,55,1,9,45,2461,1167,26,1268
17/07/2020,PAPUA,21,0,35,-14,2482,1202,26,1254
18/07/2020,PAPUA,58,0,11,47,2540,1213,26,1301
19/07/2020,PAPUA,50,1,13,36,2590,1226,27,1337
20/07/2020,PAPUA,41,0,10,31,2631,1236,27,1368
21/07/2020,PAPUA,9,3,7,-1,2640,1243,30,1367
22/07/2020,PAPUA,32,0,13,19,2672,1256,30,1386
23/07/2020,PAPUA,46,0,4,42,2718,1260,30,1428
24/07/2020,PAPUA,68,0,2,66,2786,1262,30,1494
25/07/2020,PAPUA,42,2,52,-12,2828,1314,32,1482
26/07/2020,PAPUA,57,0,8,49,2885,1322,32,1531
27/07/2020,PAPUA,56,0,16,40,2941,1338,32,1571
28/07/2020,PAPUA,19,0,9,10,2960,1347,32,1581
29/07/2020,PAPUA,27,0,17,10,2987,1364,32,1591
30/07/2020,PAPUA,33,0,14,19,3020,1378,32,1610
31/07/2020,PAPUA,38,0,0,38,3058,1378,32,1648
01/08/2020,PAPUA,28,0,0,28,3086,1378,32,1676
02/08/2020,PAPUA,27,1,22,4,3113,1400,33,1680
03/08/2020,PAPUA,0,0,0,0,3113,1400,33,1680
04/08/2020,PAPUA,50,0,47,3,3163,1447,33,1683
05/08/2020,PAPUA,11,0,27,-16,3174,1474,33,1667
06/08/2020,PAPUA,17,1,49,-33,3191,1523,34,1634
07/08/2020,PAPUA,22,0,223,-201,3213,1746,34,1433
08/08/2020,PAPUA,0,1,0,-1,3213,1746,35,1432
09/08/2020,PAPUA,43,0,106,-63,3256,1852,35,1369
10/08/2020,PAPUA,21,0,30,-9,3277,1882,35,1360
11/08/2020,PAPUA,1,0,56,-55,3278,1938,35,1305
12/08/2020,PAPUA,26,0,15,11,3304,1953,35,1316
13/08/2020,PAPUA,31,0,9,22,3335,1962,35,1338
14/08/2020,PAPUA,9,0,3,6,3344,1965,35,1344
15/08/2020,PAPUA,0,0,36,-36,3344,2001,35,1308
16/08/2020,PAPUA,77,1,20,56,3421,2021,36,1364
17/08/2020,PAPUA,10,0,4,6,3431,2025,36,1370
18/08/2020,PAPUA,0,0,0,0,3431,2025,36,1370
19/08/2020,PAPUA,21,2,6,13,3452,2031,38,1383
20/08/2020,PAPUA,67,4,65,-2,3519,2096,42,1381
21/08/2020,PAPUA,14,0,150,-136,3533,2246,42,1245
22/08/2020,PAPUA,33,0,36,-3,3566,2282,42,1242
23/08/2020,PAPUA,0,0,0,0,3566,2282,42,1242
24/08/2020,PAPUA,83,0,409,-326,3649,2691,42,916
25/08/2020,PAPUA,0,0,0,0,3649,2691,42,916
26/08/2020,PAPUA,36,0,340,-304,3685,3031,42,612
27/08/2020,PAPUA,23,0,12,11,3708,3043,42,623
28/08/2020,PAPUA,26,0,53,-27,3734,3096,42,596
29/08/2020,PAPUA,36,0,20,16,3770,3116,42,612
30/08/2020,PAPUA,25,1,5,19,3795,3121,43,631
31/08/2020,PAPUA,0,0,0,0,3795,3121,43,631
01/09/2020,PAPUA,66,1,25,40,3861,3146,44,671
02/09/2020,PAPUA,11,0,21,-10,3872,3167,44,661
03/09/2020,PAPUA,28,1,0,27,3900,3167,45,688
04/09/2020,PAPUA,72,1,18,53,3972,3185,46,741
05/09/2020,PAPUA,101,2,69,30,4073,3254,48,771
06/09/2020,PAPUA,0,0,0,0,4073,3254,48,771
07/09/2020,PAPUA,74,2,39,33,4147,3293,50,804
08/09/2020,PAPUA,14,0,24,-10,4161,3317,50,794
09/09/2020,PAPUA,0,0,0,0,4161,3317,50,794
10/09/2020,PAPUA,113,2,21,90,4274,3338,52,884
11/09/2020,PAPUA,54,2,26,26,4328,3364,54,910
12/09/2020,PAPUA,62,0,27,35,4390,3391,54,945
13/09/2020,PAPUA,84,3,18,63,4474,3409,57,1008
14/09/2020,PAPUA,96,0,0,96,4570,3409,57,1104
15/09/2020,PAPUA,65,2,20,43,4635,3429,59,1147
16/09/2020,PAPUA,126,2,11,113,4761,3440,61,1260
17/09/2020,PAPUA,73,3,16,54,4834,3456,64,1314
18/09/2020,PAPUA,58,5,67,-14,4892,3523,69,1300
19/09/2020,PAPUA,203,3,43,157,5095,3566,72,1457
20/09/2020,PAPUA,50,0,0,50,5145,3566,72,1507
21/09/2020,PAPUA,29,0,0,29,5174,3566,72,1536
22/09/2020,PAPUA,73,2,13,58,5247,3579,74,1594
23/09/2020,PAPUA,139,4,50,85,5386,3629,78,1679
24/09/2020,PAPUA,266,2,68,196,5652,3697,80,1875
25/09/2020,PAPUA,110,0,0,110,5762,3697,80,1985
26/09/2020,PAPUA,77,0,55,22,5839,3752,80,2007
27/09/2020,PAPUA,113,0,0,113,5952,3752,80,2120
28/09/2020,PAPUA,46,0,0,46,5998,3752,80,2166
29/09/2020,PAPUA,0,0,0,0,5998,3752,80,2166
30/09/2020,PAPUA,322,6,92,224,6320,3844,86,2390
01/10/2020,PAPUA,61,5,32,24,6381,3876,91,2414
02/10/2020,PAPUA,122,3,60,59,6503,3936,94,2473
03/10/2020,PAPUA,186,5,47,134,6689,3983,99,2607
04/10/2020,PAPUA,91,4,31,56,6780,4014,103,2663
05/10/2020,PAPUA,100,0,0,100,6880,4014,103,2763
06/10/2020,PAPUA,192,3,55,134,7072,4069,106,2897
07/10/2020,PAPUA,141,0,51,90,7213,4120,106,2987
08/10/2020,PAPUA,98,1,47,50,7311,4167,107,3037
09/10/2020,PAPUA,116,0,0,116,7427,4167,107,3153
10/10/2020,PAPUA,44,3,51,-10,7471,4218,110,3143
11/10/2020,PAPUA,150,0,0,150,7621,4218,110,3293
12/10/2020,PAPUA,0,0,0,0,7621,4218,110,3293
13/10/2020,PAPUA,142,1,114,27,7763,4332,111,3320
14/10/2020,PAPUA,224,1,46,177,7987,4378,112,3497
15/10/2020,PAPUA,111,1,58,52,8098,4436,113,3549
16/10/2020,PAPUA,0,0,0,0,8098,4436,113,3549
17/10/2020,PAPUA,69,4,18,47,8167,4454,117,3596
18/10/2020,PAPUA,71,0,0,71,8238,4454,117,3667
19/10/2020,PAPUA,0,0,0,0,8238,4454,117,3667
20/10/2020,PAPUA,129,2,95,32,8367,4549,119,3699
21/10/2020,PAPUA,0,0,0,0,8367,4549,119,3699
22/10/2020,PAPUA,95,0,0,95,8462,4549,119,3794
23/10/2020,PAPUA,49,0,0,49,8511,4549,119,3843
24/10/2020,PAPUA,57,0,0,57,8568,4549,119,3900
25/10/2020,PAPUA,49,0,0,49,8617,4549,119,3949
26/10/2020,PAPUA,167,5,66,96,8784,4615,124,4045
27/10/2020,PAPUA,0,0,0,0,8784,4615,124,4045
28/10/2020,PAPUA,125,5,39,81,8909,4654,129,4126
29/10/2020,PAPUA,20,0,0,20,8929,4654,129,4146
30/10/2020,PAPUA,62,0,0,62,8991,4654,129,4208
31/10/2020,PAPUA,45,0,0,45,9036,4654,129,4253
01/11/2020,PAPUA,0,0,0,0,9036,4654,129,4253
02/11/2020,PAPUA,0,0,0,0,9036,4654,129,4253
03/11/2020,PAPUA,45,0,22,23,9081,4676,129,4276
04/11/2020,PAPUA,0,0,0,0,9081,4676,129,4276
05/11/2020,PAPUA,193,4,165,24,9274,4841,133,4300
06/11/2020,PAPUA,0,0,0,0,9274,4841,133,4300
07/11/2020,PAPUA,0,0,0,0,9274,4841,133,4300
08/11/2020,PAPUA,33,2,50,-19,9307,4891,135,4281
09/11/2020,PAPUA,0,0,0,0,9307,4891,135,4281
10/11/2020,PAPUA,0,0,0,0,9307,4891,135,4281
11/11/2020,PAPUA,0,0,0,0,9307,4891,135,4281
12/11/2020,PAPUA,100,1,35,64,9407,4926,136,4345
13/11/2020,PAPUA,147,0,0,147,9554,4926,136,4492
14/11/2020,PAPUA,177,1,27,149,9731,4953,137,4641
15/11/2020,PAPUA,0,0,0,0,9731,4953,137,4641
16/11/2020,PAPUA,17,0,77,-60,9748,5030,137,4581
17/11/2020,PAPUA,6,0,0,6,9754,5030,137,4587
18/11/2020,PAPUA,4,0,0,4,9758,5030,137,4591
19/11/2020,PAPUA,0,0,0,0,9758,5030,137,4591
20/11/2020,PAPUA,0,0,0,0,9758,5030,137,4591
21/11/2020,PAPUA,0,0,0,0,9758,5030,137,4591
22/11/2020,PAPUA,0,0,0,0,9758,5030,137,4591
23/11/2020,PAPUA,0,0,0,0,9758,5030,137,4591
24/11/2020,PAPUA,100,0,0,100,9858,5030,137,4691
25/11/2020,PAPUA,39,0,0,39,9897,5030,137,4730
26/11/2020,PAPUA,36,0,0,36,9933,5030,137,4766
27/11/2020,PAPUA,39,0,0,39,9972,5030,137,4805
28/11/2020,PAPUA,28,0,100,-72,10000,5130,137,4733
29/11/2020,PAPUA,8,0,100,-92,10008,5230,137,4641
30/11/2020,PAPUA,5,0,100,-95,10013,5330,137,4546
01/12/2020,PAPUA,80,3,0,77,10093,5330,140,4623
02/12/2020,PAPUA,30,0,20,10,10123,5350,140,4633
03/12/2020,PAPUA,1748,1,102,1645,11871,5452,141,6278
04/12/2020,PAPUA,122,0,224,-102,11993,5676,141,6176
05/12/2020,PAPUA,52,0,0,52,12045,5676,141,6228
06/12/2020,PAPUA,19,0,0,19,12064,5676,141,6247
07/12/2020,PAPUA,48,0,25,23,12112,5701,141,6270
08/12/2020,PAPUA,123,0,0,123,12235,5701,141,6393
09/12/2020,PAPUA,59,0,3,56,12294,5704,141,6449
10/12/2020,PAPUA,37,1,46,-10,12331,5750,142,6439
11/12/2020,PAPUA,64,0,44,20,12395,5794,142,6459
12/12/2020,PAPUA,52,0,39,13,12447,5833,142,6472
13/12/2020,PAPUA,17,0,0,17,12464,5833,142,6489
14/12/2020,PAPUA,31,0,0,31,12495,5833,142,6520
15/12/2020,PAPUA,110,0,7,103,12605,5840,142,6623
16/12/2020,PAPUA,43,0,0,43,12648,5840,142,6666
17/12/2020,PAPUA,26,4,39,-17,12674,5879,146,6649
18/12/2020,PAPUA,28,0,8,20,12702,5887,146,6669
19/12/2020,PAPUA,32,0,0,32,12734,5887,146,6701
20/12/2020,PAPUA,17,0,1,16,12751,5888,146,6717
21/12/2020,PAPUA,32,0,100,-68,12783,5988,146,6649
22/12/2020,PAPUA,33,0,17,16,12816,6005,146,6665
23/12/2020,PAPUA,28,0,43,-15,12844,6048,146,6650
24/12/2020,PAPUA,41,0,0,41,12885,6048,146,6691
25/12/2020,PAPUA,22,0,300,-278,12907,6348,146,6413
26/12/2020,PAPUA,51,0,200,-149,12958,6548,146,6264
27/12/2020,PAPUA,92,0,200,-108,13050,6748,146,6156
28/12/2020,PAPUA,26,0,0,26,13076,6748,146,6182
29/12/2020,PAPUA,46,0,58,-12,13122,6806,146,6170
30/12/2020,PAPUA,31,0,150,-119,13153,6956,146,6051
31/12/2020,PAPUA,55,1,100,-46,13208,7056,147,6005
01/01/2021,PAPUA,11,1,123,-113,13219,7179,148,5892
02/01/2021,PAPUA,23,0,109,-86,13242,7288,148,5806
03/01/2021,PAPUA,27,1,211,-185,13269,7499,149,5621
04/01/2021,PAPUA,36,1,124,-89,13305,7623,150,5532
05/01/2021,PAPUA,67,0,102,-35,13372,7725,150,5497
06/01/2021,PAPUA,58,0,119,-61,13430,7844,150,5436
07/01/2021,PAPUA,47,1,105,-59,13477,7949,151,5377
08/01/2021,PAPUA,70,2,116,-48,13547,8065,153,5329
09/01/2021,PAPUA,75,1,13,61,13622,8078,154,5390
10/01/2021,PAPUA,32,1,8,23,13654,8086,155,5413
11/01/2021,PAPUA,63,0,13,50,13717,8099,155,5463
12/01/2021,PAPUA,42,0,12,30,13759,8111,155,5493
13/01/2021,PAPUA,61,2,12,47,13820,8123,157,5540
14/01/2021,PAPUA,50,1,8,41,13870,8131,158,5581
15/01/2021,PAPUA,99,0,9,90,13969,8140,158,5671
16/01/2021,PAPUA,98,0,8,90,14067,8148,158,5761
17/01/2021,PAPUA,32,0,0,32,14099,8148,158,5793
18/01/2021,PAPUA,31,1,8,22,14130,8156,159,5815
19/01/2021,PAPUA,109,0,9,100,14239,8165,159,5915
20/01/2021,PAPUA,60,0,6,54,14299,8171,159,5969
21/01/2021,PAPUA,90,0,18,72,14389,8189,159,6041
22/01/2021,PAPUA,185,0,16,169,14574,8205,159,6210
23/01/2021,PAPUA,69,3,101,-35,14643,8306,162,6175
24/01/2021,PAPUA,64,0,10,54,14707,8316,162,6229
25/01/2021,PAPUA,18,0,27,-9,14725,8343,162,6220
26/01/2021,PAPUA,136,0,21,115,14861,8364,162,6335
27/01/2021,PAPUA,70,1,19,50,14931,8383,163,6385
28/01/2021,PAPUA,0,2,115,-117,14931,8498,165,6268
29/01/2021,PAPUA,212,2,16,194,15143,8514,167,6462
30/01/2021,PAPUA,64,1,12,51,15207,8526,168,6513
31/01/2021,PAPUA,22,0,16,6,15229,8542,168,6519
01/02/2021,PAPUA,11,0,16,-5,15240,8558,168,6514
02/02/2021,PAPUA,77,0,17,60,15317,8575,168,6574
03/02/2021,PAPUA,69,0,51,18,15386,8626,168,6592
04/02/2021,PAPUA,145,0,23,122,15531,8649,168,6714
05/02/2021,PAPUA,63,0,19,44,15594,8668,168,6758
06/02/2021,PAPUA,67,0,14,53,15661,8682,168,6811
07/02/2021,PAPUA,57,0,10,47,15718,8692,168,6858
08/02/2021,PAPUA,52,0,18,34,15770,8710,168,6892
09/02/2021,PAPUA,63,0,19,44,15833,8729,168,6936
10/02/2021,PAPUA,101,2,10,89,15934,8739,170,7025
11/02/2021,PAPUA,41,0,16,25,15975,8755,170,7050
12/02/2021,PAPUA,67,1,18,48,16042,8773,171,7098
13/02/2021,PAPUA,55,0,7,48,16097,8780,171,7146
14/02/2021,PAPUA,15,0,13,2,16112,8793,171,7148
15/02/2021,PAPUA,17,0,12,5,16129,8805,171,7153
16/02/2021,PAPUA,2,0,13,-11,16131,8818,171,7142
17/02/2021,PAPUA,8,0,225,-217,16139,9043,171,6925
18/02/2021,PAPUA,33,0,8,25,16172,9051,171,6950
19/02/2021,PAPUA,143,0,34,109,16315,9085,171,7059
20/02/2021,PAPUA,118,1,12,105,16433,9097,172,7164
21/02/2021,PAPUA,40,3,12,25,16473,9109,175,7189
22/02/2021,PAPUA,92,0,1,91,16565,9110,175,7280
23/02/2021,PAPUA,76,0,17,59,16641,9127,175,7339
24/02/2021,PAPUA,41,0,19,22,16682,9146,175,7361
25/02/2021,PAPUA,51,0,22,29,16733,9168,175,7390
26/02/2021,PAPUA,160,0,37,123,16893,9205,175,7513
27/02/2021,PAPUA,93,0,31,62,16986,9236,175,7575
28/02/2021,PAPUA,55,0,49,6,17041,9285,175,7581
01/03/2021,PAPUA,41,2,41,-2,17082,9326,177,7579
02/03/2021,PAPUA,82,1,49,32,17164,9375,178,7611
03/03/2021,PAPUA,116,0,36,80,17280,9411,178,7691
04/03/2021,PAPUA,163,0,48,115,17443,9459,178,7806
05/03/2021,PAPUA,63,0,33,30,17506,9492,178,7836
06/03/2021,PAPUA,53,1,27,25,17559,9519,179,7861
07/03/2021,PAPUA,5,2,39,-36,17564,9558,181,7825
08/03/2021,PAPUA,89,0,41,48,17653,9599,181,7873
09/03/2021,PAPUA,360,1,29,330,18013,9628,182,8203
10/03/2021,PAPUA,181,1,32,148,18194,9660,183,8351
11/03/2021,PAPUA,153,14,424,-285,18347,10084,197,8066
12/03/2021,PAPUA,55,0,30,25,18402,10114,197,8091
13/03/2021,PAPUA,47,0,37,10,18449,10151,197,8101
14/03/2021,PAPUA,32,0,38,-6,18481,10189,197,8095
15/03/2021,PAPUA,45,0,30,15,18526,10219,197,8110
16/03/2021,PAPUA,70,0,21,49,18596,10240,197,8159
17/03/2021,PAPUA,65,0,2,63,18661,10242,197,8222
18/03/2021,PAPUA,126,0,28,98,18787,10270,197,8320
19/03/2021,PAPUA,110,1,10,99,18897,10280,198,8419
30/03/2020,KALIMANTAN SELATAN,5,0,0,5,5,0,0,5
31/03/2020,KALIMANTAN SELATAN,2,0,0,2,7,0,0,7
01/04/2020,KALIMANTAN SELATAN,0,0,0,0,7,0,0,7
02/04/2020,KALIMANTAN SELATAN,0,0,0,0,7,0,0,7
03/04/2020,KALIMANTAN SELATAN,0,0,0,0,7,0,0,7
04/04/2020,KALIMANTAN SELATAN,0,0,0,0,7,0,0,7
05/04/2020,KALIMANTAN SELATAN,8,1,0,7,15,0,1,14
06/04/2020,KALIMANTAN SELATAN,2,0,0,2,17,0,1,16
07/04/2020,KALIMANTAN SELATAN,0,2,0,-2,17,0,3,14
08/04/2020,KALIMANTAN SELATAN,4,0,1,3,21,1,3,17
09/04/2020,KALIMANTAN SELATAN,0,1,2,-3,21,3,4,14
10/04/2020,KALIMANTAN SELATAN,7,0,0,7,28,3,4,21
11/04/2020,KALIMANTAN SELATAN,0,1,0,-1,28,3,5,20
12/04/2020,KALIMANTAN SELATAN,5,0,0,5,33,3,5,25
13/04/2020,KALIMANTAN SELATAN,0,0,1,-1,33,4,5,24
14/04/2020,KALIMANTAN SELATAN,3,2,0,1,36,4,7,25
15/04/2020,KALIMANTAN SELATAN,12,0,1,11,48,5,7,36
16/04/2020,KALIMANTAN SELATAN,9,0,4,5,57,9,7,41
17/04/2020,KALIMANTAN SELATAN,15,0,0,15,72,9,7,56
18/04/2020,KALIMANTAN SELATAN,18,0,1,17,90,10,7,73
19/04/2020,KALIMANTAN SELATAN,4,0,0,4,94,10,7,77
20/04/2020,KALIMANTAN SELATAN,0,0,0,0,94,10,7,77
21/04/2020,KALIMANTAN SELATAN,2,0,1,1,96,11,7,78
22/04/2020,KALIMANTAN SELATAN,10,0,0,10,106,11,7,88
23/04/2020,KALIMANTAN SELATAN,7,1,0,6,113,11,8,94
24/04/2020,KALIMANTAN SELATAN,18,0,0,18,131,11,8,112
25/04/2020,KALIMANTAN SELATAN,14,0,4,10,145,15,8,122
26/04/2020,KALIMANTAN SELATAN,0,0,1,-1,145,16,8,121
27/04/2020,KALIMANTAN SELATAN,4,0,0,4,149,16,8,125
28/04/2020,KALIMANTAN SELATAN,0,1,4,-5,149,20,9,120
29/04/2020,KALIMANTAN SELATAN,7,0,0,7,156,20,9,127
30/04/2020,KALIMANTAN SELATAN,13,0,0,13,169,20,9,140
01/05/2020,KALIMANTAN SELATAN,9,0,4,5,178,24,9,145
02/05/2020,KALIMANTAN SELATAN,0,0,0,0,178,24,9,145
03/05/2020,KALIMANTAN SELATAN,16,0,0,16,194,24,9,161
04/05/2020,KALIMANTAN SELATAN,3,0,0,3,197,24,9,164
05/05/2020,KALIMANTAN SELATAN,14,0,0,14,211,24,9,178
06/05/2020,KALIMANTAN SELATAN,13,0,0,13,224,24,9,191
07/05/2020,KALIMANTAN SELATAN,13,0,0,13,237,24,9,204
08/05/2020,KALIMANTAN SELATAN,8,0,0,8,245,24,9,212
09/05/2020,KALIMANTAN SELATAN,7,0,0,7,252,24,9,219
10/05/2020,KALIMANTAN SELATAN,7,0,0,7,259,24,9,226
11/05/2020,KALIMANTAN SELATAN,0,0,0,0,259,24,9,226
12/05/2020,KALIMANTAN SELATAN,14,0,0,14,273,24,9,240
13/05/2020,KALIMANTAN SELATAN,13,0,0,13,286,24,9,253
14/05/2020,KALIMANTAN SELATAN,2,0,0,2,288,24,9,255
15/05/2020,KALIMANTAN SELATAN,67,27,0,40,355,24,36,295
16/05/2020,KALIMANTAN SELATAN,7,0,50,-43,362,74,36,252
17/05/2020,KALIMANTAN SELATAN,2,8,0,-6,364,74,44,246
18/05/2020,KALIMANTAN SELATAN,71,2,0,69,435,74,46,315
19/05/2020,KALIMANTAN SELATAN,46,5,3,38,481,77,51,353
20/05/2020,KALIMANTAN SELATAN,59,4,0,55,540,77,55,408
21/05/2020,KALIMANTAN SELATAN,8,4,1,3,548,78,59,411
22/05/2020,KALIMANTAN SELATAN,21,1,0,20,569,78,60,431
23/05/2020,KALIMANTAN SELATAN,18,2,0,16,587,78,62,447
24/05/2020,KALIMANTAN SELATAN,9,2,3,4,596,81,64,451
25/05/2020,KALIMANTAN SELATAN,3,2,0,1,599,81,66,452
26/05/2020,KALIMANTAN SELATAN,28,8,0,20,627,81,74,472
27/05/2020,KALIMANTAN SELATAN,73,0,0,73,700,81,74,545
28/05/2020,KALIMANTAN SELATAN,114,1,2,111,814,83,75,656
29/05/2020,KALIMANTAN SELATAN,73,5,15,53,887,98,80,709
30/05/2020,KALIMANTAN SELATAN,3,0,2,1,890,100,80,710
31/05/2020,KALIMANTAN SELATAN,26,6,0,20,916,100,86,730
01/06/2020,KALIMANTAN SELATAN,29,1,0,28,945,100,87,758
