Date,Province,Daily_Case,Daily_Death,Daily_Recovered,Active_Case,Cumulative_Case,Cumulative_Recovered,Cumulative_Death,Cumulative_Active_Case
02/06/2020,KALIMANTAN SELATAN,21,3,2,16,966,102,90,774
03/06/2020,KALIMANTAN SELATAN,64,3,0,61,1030,102,93,835
04/06/2020,KALIMANTAN SELATAN,109,0,3,106,1139,105,93,941
05/06/2020,KALIMANTAN SELATAN,71,2,0,69,1210,105,95,1010
06/06/2020,KALIMANTAN SELATAN,33,2,4,27,1243,109,97,1037
07/06/2020,KALIMANTAN SELATAN,38,3,0,35,1281,109,100,1072
08/06/2020,KALIMANTAN SELATAN,62,0,9,53,1343,118,100,1125
09/06/2020,KALIMANTAN SELATAN,91,8,1,82,1434,119,108,1207
10/06/2020,KALIMANTAN SELATAN,127,4,10,113,1561,129,112,1320
11/06/2020,KALIMANTAN SELATAN,70,4,36,30,1631,165,116,1350
12/06/2020,KALIMANTAN SELATAN,60,3,15,42,1691,180,119,1392
13/06/2020,KALIMANTAN SELATAN,123,6,22,95,1814,202,125,1487
14/06/2020,KALIMANTAN SELATAN,70,6,29,35,1884,231,131,1522
15/06/2020,KALIMANTAN SELATAN,66,4,16,46,1950,247,135,1568
16/06/2020,KALIMANTAN SELATAN,169,6,6,157,2119,253,141,1725
17/06/2020,KALIMANTAN SELATAN,87,9,79,-1,2206,332,150,1724
18/06/2020,KALIMANTAN SELATAN,118,2,14,102,2324,346,152,1826
19/06/2020,KALIMANTAN SELATAN,66,3,14,49,2390,360,155,1875
20/06/2020,KALIMANTAN SELATAN,84,10,25,49,2474,385,165,1924
21/06/2020,KALIMANTAN SELATAN,94,2,10,82,2568,395,167,2006
22/06/2020,KALIMANTAN SELATAN,89,0,10,79,2657,405,167,2085
23/06/2020,KALIMANTAN SELATAN,27,1,28,-2,2684,433,168,2083
24/06/2020,KALIMANTAN SELATAN,90,7,15,68,2774,448,175,2151
25/06/2020,KALIMANTAN SELATAN,59,3,86,-30,2833,534,178,2121
26/06/2020,KALIMANTAN SELATAN,41,0,15,26,2874,549,178,2147
27/06/2020,KALIMANTAN SELATAN,54,4,94,-44,2928,643,182,2103
28/06/2020,KALIMANTAN SELATAN,73,4,80,-11,3001,723,186,2092
29/06/2020,KALIMANTAN SELATAN,38,3,5,30,3039,728,189,2122
30/06/2020,KALIMANTAN SELATAN,108,1,38,69,3147,766,190,2191
01/07/2020,KALIMANTAN SELATAN,75,0,23,52,3222,789,190,2243
02/07/2020,KALIMANTAN SELATAN,113,5,51,57,3335,840,195,2300
03/07/2020,KALIMANTAN SELATAN,110,3,28,79,3445,868,198,2379
04/07/2020,KALIMANTAN SELATAN,73,2,42,29,3518,910,200,2408
05/07/2020,KALIMANTAN SELATAN,44,2,32,10,3562,942,202,2418
06/07/2020,KALIMANTAN SELATAN,64,3,15,46,3626,957,205,2464
07/07/2020,KALIMANTAN SELATAN,67,1,107,-41,3693,1064,206,2423
08/07/2020,KALIMANTAN SELATAN,123,3,62,58,3816,1126,209,2481
09/07/2020,KALIMANTAN SELATAN,106,2,22,82,3922,1148,211,2563
10/07/2020,KALIMANTAN SELATAN,66,0,55,11,3988,1203,211,2574
11/07/2020,KALIMANTAN SELATAN,79,5,75,-1,4067,1278,216,2573
12/07/2020,KALIMANTAN SELATAN,77,5,107,-35,4144,1385,221,2538
13/07/2020,KALIMANTAN SELATAN,73,3,24,46,4217,1409,224,2584
14/07/2020,KALIMANTAN SELATAN,161,2,54,105,4378,1463,226,2689
15/07/2020,KALIMANTAN SELATAN,109,8,41,60,4487,1504,234,2749
16/07/2020,KALIMANTAN SELATAN,133,2,66,65,4620,1570,236,2814
17/07/2020,KALIMANTAN SELATAN,101,7,42,52,4721,1612,243,2866
18/07/2020,KALIMANTAN SELATAN,107,3,88,16,4828,1700,246,2882
19/07/2020,KALIMANTAN SELATAN,110,5,30,75,4938,1730,251,2957
20/07/2020,KALIMANTAN SELATAN,52,6,99,-53,4990,1829,257,2904
21/07/2020,KALIMANTAN SELATAN,92,5,191,-104,5082,2020,262,2800
22/07/2020,KALIMANTAN SELATAN,133,1,134,-2,5215,2154,263,2798
23/07/2020,KALIMANTAN SELATAN,116,0,115,1,5331,2269,263,2799
24/07/2020,KALIMANTAN SELATAN,90,3,271,-184,5421,2540,266,2615
25/07/2020,KALIMANTAN SELATAN,118,5,178,-65,5539,2718,271,2550
26/07/2020,KALIMANTAN SELATAN,115,2,131,-18,5654,2849,273,2532
27/07/2020,KALIMANTAN SELATAN,33,3,67,-37,5687,2916,276,2495
28/07/2020,KALIMANTAN SELATAN,94,4,157,-67,5781,3073,280,2428
29/07/2020,KALIMANTAN SELATAN,101,8,71,22,5882,3144,288,2450
30/07/2020,KALIMANTAN SELATAN,87,1,155,-69,5969,3299,289,2381
31/07/2020,KALIMANTAN SELATAN,128,6,68,54,6097,3367,295,2435
01/08/2020,KALIMANTAN SELATAN,62,0,82,-20,6159,3449,295,2415
02/08/2020,KALIMANTAN SELATAN,32,0,18,14,6191,3467,295,2429
03/08/2020,KALIMANTAN SELATAN,46,2,92,-48,6237,3559,297,2381
04/08/2020,KALIMANTAN SELATAN,119,1,50,68,6356,3609,298,2449
05/08/2020,KALIMANTAN SELATAN,54,0,95,-41,6410,3704,298,2408
06/08/2020,KALIMANTAN SELATAN,67,0,25,42,6477,3729,298,2450
07/08/2020,KALIMANTAN SELATAN,57,3,121,-67,6534,3850,301,2383
08/08/2020,KALIMANTAN SELATAN,82,2,42,38,6616,3892,303,2421
09/08/2020,KALIMANTAN SELATAN,98,3,133,-38,6714,4025,306,2383
10/08/2020,KALIMANTAN SELATAN,50,1,28,21,6764,4053,307,2404
11/08/2020,KALIMANTAN SELATAN,71,1,82,-12,6835,4135,308,2392
12/08/2020,KALIMANTAN SELATAN,53,2,86,-35,6888,4221,310,2357
13/08/2020,KALIMANTAN SELATAN,45,4,26,15,6933,4247,314,2372
14/08/2020,KALIMANTAN SELATAN,55,2,57,-4,6988,4304,316,2368
15/08/2020,KALIMANTAN SELATAN,62,3,36,23,7050,4340,319,2391
16/08/2020,KALIMANTAN SELATAN,100,0,83,17,7150,4423,319,2408
17/08/2020,KALIMANTAN SELATAN,90,6,126,-42,7240,4549,325,2366
18/08/2020,KALIMANTAN SELATAN,40,0,40,0,7280,4589,325,2366
19/08/2020,KALIMANTAN SELATAN,82,1,136,-55,7362,4725,326,2311
20/08/2020,KALIMANTAN SELATAN,181,0,74,107,7543,4799,326,2418
21/08/2020,KALIMANTAN SELATAN,74,2,275,-203,7617,5074,328,2215
22/08/2020,KALIMANTAN SELATAN,78,3,230,-155,7695,5304,331,2060
23/08/2020,KALIMANTAN SELATAN,81,2,77,2,7776,5381,333,2062
24/08/2020,KALIMANTAN SELATAN,61,2,47,12,7837,5428,335,2074
25/08/2020,KALIMANTAN SELATAN,82,4,66,12,7919,5494,339,2086
26/08/2020,KALIMANTAN SELATAN,54,2,141,-89,7973,5635,341,1997
27/08/2020,KALIMANTAN SELATAN,39,2,184,-147,8012,5819,343,1850
28/08/2020,KALIMANTAN SELATAN,68,5,180,-117,8080,5999,348,1733
29/08/2020,KALIMANTAN SELATAN,111,3,149,-41,8191,6148,351,1692
30/08/2020,KALIMANTAN SELATAN,64,2,96,-34,8255,6244,353,1658
31/08/2020,KALIMANTAN SELATAN,32,1,42,-11,8287,6286,354,1647
01/09/2020,KALIMANTAN SELATAN,69,1,102,-34,8356,6388,355,1613
02/09/2020,KALIMANTAN SELATAN,59,4,105,-50,8415,6493,359,1563
03/09/2020,KALIMANTAN SELATAN,111,4,139,-32,8526,6632,363,1531
04/09/2020,KALIMANTAN SELATAN,49,0,37,12,8575,6669,363,1543
05/09/2020,KALIMANTAN SELATAN,81,6,37,38,8656,6706,369,1581
06/09/2020,KALIMANTAN SELATAN,103,1,95,7,8759,6801,370,1588
07/09/2020,KALIMANTAN SELATAN,77,2,49,26,8836,6850,372,1614
08/09/2020,KALIMANTAN SELATAN,66,1,38,27,8902,6888,373,1641
09/09/2020,KALIMANTAN SELATAN,99,1,107,-9,9001,6995,374,1632
10/09/2020,KALIMANTAN SELATAN,77,6,138,-67,9078,7133,380,1565
11/09/2020,KALIMANTAN SELATAN,73,1,101,-29,9151,7234,381,1536
12/09/2020,KALIMANTAN SELATAN,96,5,84,7,9247,7318,386,1543
13/09/2020,KALIMANTAN SELATAN,33,0,78,-45,9280,7396,386,1498
14/09/2020,KALIMANTAN SELATAN,141,3,78,60,9421,7474,389,1558
15/09/2020,KALIMANTAN SELATAN,77,1,56,20,9498,7530,390,1578
16/09/2020,KALIMANTAN SELATAN,11,2,58,-49,9509,7588,392,1529
17/09/2020,KALIMANTAN SELATAN,36,0,37,-1,9545,7625,392,1528
18/09/2020,KALIMANTAN SELATAN,25,2,199,-176,9570,7824,394,1352
19/09/2020,KALIMANTAN SELATAN,76,2,247,-173,9646,8071,396,1179
20/09/2020,KALIMANTAN SELATAN,87,3,59,25,9733,8130,399,1204
21/09/2020,KALIMANTAN SELATAN,82,2,96,-16,9815,8226,401,1188
22/09/2020,KALIMANTAN SELATAN,85,0,40,45,9900,8266,401,1233
23/09/2020,KALIMANTAN SELATAN,82,3,104,-25,9982,8370,404,1208
24/09/2020,KALIMANTAN SELATAN,63,1,81,-19,10045,8451,405,1189
25/09/2020,KALIMANTAN SELATAN,33,4,51,-22,10078,8502,409,1167
26/09/2020,KALIMANTAN SELATAN,40,2,16,22,10118,8518,411,1189
27/09/2020,KALIMANTAN SELATAN,77,1,75,1,10195,8593,412,1190
28/09/2020,KALIMANTAN SELATAN,40,5,89,-54,10235,8682,417,1136
29/09/2020,KALIMANTAN SELATAN,53,2,64,-13,10288,8746,419,1123
30/09/2020,KALIMANTAN SELATAN,59,2,38,19,10347,8784,421,1142
01/10/2020,KALIMANTAN SELATAN,55,0,73,-18,10402,8857,421,1124
02/10/2020,KALIMANTAN SELATAN,75,4,63,8,10477,8920,425,1132
03/10/2020,KALIMANTAN SELATAN,84,2,71,11,10561,8991,427,1143
04/10/2020,KALIMANTAN SELATAN,59,1,97,-39,10620,9088,428,1104
05/10/2020,KALIMANTAN SELATAN,44,1,32,11,10664,9120,429,1115
06/10/2020,KALIMANTAN SELATAN,73,3,107,-37,10737,9227,432,1078
07/10/2020,KALIMANTAN SELATAN,40,1,68,-29,10777,9295,433,1049
08/10/2020,KALIMANTAN SELATAN,42,5,69,-32,10819,9364,438,1017
09/10/2020,KALIMANTAN SELATAN,81,1,142,-62,10900,9506,439,955
10/10/2020,KALIMANTAN SELATAN,53,1,22,30,10953,9528,440,985
11/10/2020,KALIMANTAN SELATAN,75,1,79,-5,11028,9607,441,980
12/10/2020,KALIMANTAN SELATAN,27,1,45,-19,11055,9652,442,961
13/10/2020,KALIMANTAN SELATAN,77,1,111,-35,11132,9763,443,926
14/10/2020,KALIMANTAN SELATAN,55,3,54,-2,11187,9817,446,924
15/10/2020,KALIMANTAN SELATAN,76,1,59,16,11263,9876,447,940
16/10/2020,KALIMANTAN SELATAN,68,2,43,23,11331,9919,449,963
17/10/2020,KALIMANTAN SELATAN,71,2,66,3,11402,9985,451,966
18/10/2020,KALIMANTAN SELATAN,39,2,58,-21,11441,10043,453,945
19/10/2020,KALIMANTAN SELATAN,8,2,33,-27,11449,10076,455,918
20/10/2020,KALIMANTAN SELATAN,42,2,42,-2,11491,10118,457,916
21/10/2020,KALIMANTAN SELATAN,19,3,37,-21,11510,10155,460,895
22/10/2020,KALIMANTAN SELATAN,28,3,42,-17,11538,10197,463,878
23/10/2020,KALIMANTAN SELATAN,48,3,80,-35,11586,10277,466,843
24/10/2020,KALIMANTAN SELATAN,46,3,99,-56,11632,10376,469,787
25/10/2020,KALIMANTAN SELATAN,19,3,52,-36,11651,10428,472,751
26/10/2020,KALIMANTAN SELATAN,2,2,56,-56,11653,10484,474,695
27/10/2020,KALIMANTAN SELATAN,12,3,32,-23,11665,10516,477,672
28/10/2020,KALIMANTAN SELATAN,69,2,80,-13,11734,10596,479,659
29/10/2020,KALIMANTAN SELATAN,32,2,43,-13,11766,10639,481,646
30/10/2020,KALIMANTAN SELATAN,44,1,59,-16,11810,10698,482,630
31/10/2020,KALIMANTAN SELATAN,48,3,78,-33,11858,10776,485,597
01/11/2020,KALIMANTAN SELATAN,25,2,75,-52,11883,10851,487,545
02/11/2020,KALIMANTAN SELATAN,12,0,25,-13,11895,10876,487,532
03/11/2020,KALIMANTAN SELATAN,16,1,53,-38,11911,10929,488,494
04/11/2020,KALIMANTAN SELATAN,22,0,41,-19,11933,10970,488,475
05/11/2020,KALIMANTAN SELATAN,94,1,27,66,12027,10997,489,541
06/11/2020,KALIMANTAN SELATAN,59,2,45,12,12086,11042,491,553
07/11/2020,KALIMANTAN SELATAN,43,2,15,26,12129,11057,493,579
08/11/2020,KALIMANTAN SELATAN,46,2,16,28,12175,11073,495,607
09/11/2020,KALIMANTAN SELATAN,12,1,8,3,12187,11081,496,610
10/11/2020,KALIMANTAN SELATAN,59,0,43,16,12246,11124,496,626
11/11/2020,KALIMANTAN SELATAN,68,2,61,5,12314,11185,498,631
12/11/2020,KALIMANTAN SELATAN,50,2,28,20,12364,11213,500,651
13/11/2020,KALIMANTAN SELATAN,31,1,29,1,12395,11242,501,652
14/11/2020,KALIMANTAN SELATAN,51,1,91,-41,12446,11333,502,611
15/11/2020,KALIMANTAN SELATAN,74,0,35,39,12520,11368,502,650
16/11/2020,KALIMANTAN SELATAN,22,2,46,-26,12542,11414,504,624
17/11/2020,KALIMANTAN SELATAN,14,0,175,-161,12556,11589,504,463
18/11/2020,KALIMANTAN SELATAN,83,1,2,80,12639,11591,505,543
19/11/2020,KALIMANTAN SELATAN,40,3,2,35,12679,11593,508,578
20/11/2020,KALIMANTAN SELATAN,58,3,3,52,12737,11596,511,630
21/11/2020,KALIMANTAN SELATAN,89,1,0,88,12826,11596,512,718
22/11/2020,KALIMANTAN SELATAN,75,3,1,71,12901,11597,515,789
23/11/2020,KALIMANTAN SELATAN,11,0,9,2,12912,11606,515,791
24/11/2020,KALIMANTAN SELATAN,21,2,26,-7,12933,11632,517,784
25/11/2020,KALIMANTAN SELATAN,64,1,29,34,12997,11661,518,818
26/11/2020,KALIMANTAN SELATAN,49,3,16,30,13046,11677,521,848
27/11/2020,KALIMANTAN SELATAN,44,2,39,3,13090,11716,523,851
28/11/2020,KALIMANTAN SELATAN,56,1,18,37,13146,11734,524,888
29/11/2020,KALIMANTAN SELATAN,40,3,14,23,13186,11748,527,911
30/11/2020,KALIMANTAN SELATAN,12,1,32,-21,13198,11780,528,890
01/12/2020,KALIMANTAN SELATAN,82,4,39,39,13280,11819,532,929
02/12/2020,KALIMANTAN SELATAN,33,1,73,-41,13313,11892,533,888
03/12/2020,KALIMANTAN SELATAN,54,2,10,42,13367,11902,535,930
04/12/2020,KALIMANTAN SELATAN,71,2,84,-15,13438,11986,537,915
05/12/2020,KALIMANTAN SELATAN,96,0,13,83,13534,11999,537,998
06/12/2020,KALIMANTAN SELATAN,70,1,27,42,13604,12026,538,1040
07/12/2020,KALIMANTAN SELATAN,28,1,10,17,13632,12036,539,1057
08/12/2020,KALIMANTAN SELATAN,62,1,31,30,13694,12067,540,1087
09/12/2020,KALIMANTAN SELATAN,83,3,225,-145,13777,12292,543,942
10/12/2020,KALIMANTAN SELATAN,46,2,109,-65,13823,12401,545,877
11/12/2020,KALIMANTAN SELATAN,56,5,51,0,13879,12452,550,877
12/12/2020,KALIMANTAN SELATAN,91,2,117,-28,13970,12569,552,849
13/12/2020,KALIMANTAN SELATAN,104,1,55,48,14074,12624,553,897
14/12/2020,KALIMANTAN SELATAN,48,2,60,-14,14122,12684,555,883
15/12/2020,KALIMANTAN SELATAN,48,2,68,-22,14170,12752,557,861
16/12/2020,KALIMANTAN SELATAN,72,0,66,6,14242,12818,557,867
17/12/2020,KALIMANTAN SELATAN,95,0,94,1,14337,12912,557,868
18/12/2020,KALIMANTAN SELATAN,82,1,123,-42,14419,13035,558,826
19/12/2020,KALIMANTAN SELATAN,78,5,102,-29,14497,13137,563,797
20/12/2020,KALIMANTAN SELATAN,88,2,41,45,14585,13178,565,842
21/12/2020,KALIMANTAN SELATAN,43,3,25,15,14628,13203,568,857
22/12/2020,KALIMANTAN SELATAN,66,1,35,30,14694,13238,569,887
23/12/2020,KALIMANTAN SELATAN,90,2,39,49,14784,13277,571,936
24/12/2020,KALIMANTAN SELATAN,95,3,33,59,14879,13310,574,995
25/12/2020,KALIMANTAN SELATAN,93,0,75,18,14972,13385,574,1013
26/12/2020,KALIMANTAN SELATAN,63,0,93,-30,15035,13478,574,983
27/12/2020,KALIMANTAN SELATAN,45,2,35,8,15080,13513,576,991
28/12/2020,KALIMANTAN SELATAN,21,0,40,-19,15101,13553,576,972
29/12/2020,KALIMANTAN SELATAN,61,3,99,-41,15162,13652,579,931
30/12/2020,KALIMANTAN SELATAN,74,2,72,0,15236,13724,581,931
31/12/2020,KALIMANTAN SELATAN,66,4,82,-20,15302,13806,585,911
01/01/2021,KALIMANTAN SELATAN,99,0,61,38,15401,13867,585,949
02/01/2021,KALIMANTAN SELATAN,17,2,45,-30,15418,13912,587,919
03/01/2021,KALIMANTAN SELATAN,71,1,80,-10,15489,13992,588,909
04/01/2021,KALIMANTAN SELATAN,20,2,69,-51,15509,14061,590,858
05/01/2021,KALIMANTAN SELATAN,81,1,59,21,15590,14120,591,879
06/01/2021,KALIMANTAN SELATAN,88,2,59,27,15678,14179,593,906
07/01/2021,KALIMANTAN SELATAN,93,0,47,46,15771,14226,593,952
08/01/2021,KALIMANTAN SELATAN,89,1,46,42,15860,14272,594,994
09/01/2021,KALIMANTAN SELATAN,98,1,61,36,15958,14333,595,1030
10/01/2021,KALIMANTAN SELATAN,120,3,45,72,16078,14378,598,1102
11/01/2021,KALIMANTAN SELATAN,114,2,59,53,16192,14437,600,1155
12/01/2021,KALIMANTAN SELATAN,34,1,91,-58,16226,14528,601,1097
13/01/2021,KALIMANTAN SELATAN,69,2,37,30,16295,14565,603,1127
14/01/2021,KALIMANTAN SELATAN,101,2,75,24,16396,14640,605,1151
15/01/2021,KALIMANTAN SELATAN,107,1,77,29,16503,14717,606,1180
16/01/2021,KALIMANTAN SELATAN,108,3,76,29,16611,14793,609,1209
17/01/2021,KALIMANTAN SELATAN,112,2,62,48,16723,14855,611,1257
18/01/2021,KALIMANTAN SELATAN,13,3,82,-72,16736,14937,614,1185
19/01/2021,KALIMANTAN SELATAN,68,2,42,24,16804,14979,616,1209
20/01/2021,KALIMANTAN SELATAN,32,2,44,-14,16836,15023,618,1195
21/01/2021,KALIMANTAN SELATAN,106,2,77,27,16942,15100,620,1222
22/01/2021,KALIMANTAN SELATAN,107,3,93,11,17049,15193,623,1233
23/01/2021,KALIMANTAN SELATAN,137,2,105,30,17186,15298,625,1263
24/01/2021,KALIMANTAN SELATAN,120,2,87,31,17306,15385,627,1294
25/01/2021,KALIMANTAN SELATAN,133,2,138,-7,17439,15523,629,1287
26/01/2021,KALIMANTAN SELATAN,97,5,75,17,17536,15598,634,1304
27/01/2021,KALIMANTAN SELATAN,62,3,101,-42,17598,15699,637,1262
28/01/2021,KALIMANTAN SELATAN,103,1,49,53,17701,15748,638,1315
29/01/2021,KALIMANTAN SELATAN,120,3,100,17,17821,15848,641,1332
30/01/2021,KALIMANTAN SELATAN,130,2,42,86,17951,15890,643,1418
31/01/2021,KALIMANTAN SELATAN,124,3,88,33,18075,15978,646,1451
01/02/2021,KALIMANTAN SELATAN,74,3,58,13,18149,16036,649,1464
02/02/2021,KALIMANTAN SELATAN,87,2,64,21,18236,16100,651,1485
03/02/2021,KALIMANTAN SELATAN,104,2,45,57,18340,16145,653,1542
04/02/2021,KALIMANTAN SELATAN,111,5,138,-32,18451,16283,658,1510
05/02/2021,KALIMANTAN SELATAN,128,2,64,62,18579,16347,660,1572
06/02/2021,KALIMANTAN SELATAN,140,4,154,-18,18719,16501,664,1554
07/02/2021,KALIMANTAN SELATAN,117,3,56,58,18836,16557,667,1612
08/02/2021,KALIMANTAN SELATAN,80,2,34,44,18916,16591,669,1656
09/02/2021,KALIMANTAN SELATAN,115,3,181,-69,19031,16772,672,1587
10/02/2021,KALIMANTAN SELATAN,145,2,190,-47,19176,16962,674,1540
11/02/2021,KALIMANTAN SELATAN,139,2,108,29,19315,17070,676,1569
12/02/2021,KALIMANTAN SELATAN,136,4,65,67,19451,17135,680,1636
13/02/2021,KALIMANTAN SELATAN,144,0,120,24,19595,17255,680,1660
14/02/2021,KALIMANTAN SELATAN,97,5,92,0,19692,17347,685,1660
15/02/2021,KALIMANTAN SELATAN,146,0,21,125,19838,17368,685,1785
16/02/2021,KALIMANTAN SELATAN,139,0,52,87,19977,17420,685,1872
17/02/2021,KALIMANTAN SELATAN,151,1,8,142,20128,17428,686,2014
18/02/2021,KALIMANTAN SELATAN,120,0,109,11,20248,17537,686,2025
19/02/2021,KALIMANTAN SELATAN,180,12,211,-43,20428,17748,698,1982
20/02/2021,KALIMANTAN SELATAN,183,0,382,-199,20611,18130,698,1783
21/02/2021,KALIMANTAN SELATAN,162,3,153,6,20773,18283,701,1789
22/02/2021,KALIMANTAN SELATAN,107,7,194,-94,20880,18477,708,1695
23/02/2021,KALIMANTAN SELATAN,101,1,117,-17,20981,18594,709,1678
24/02/2021,KALIMANTAN SELATAN,133,3,129,1,21114,18723,712,1679
25/02/2021,KALIMANTAN SELATAN,179,5,93,81,21293,18816,717,1760
26/02/2021,KALIMANTAN SELATAN,186,3,294,-111,21479,19110,720,1649
27/02/2021,KALIMANTAN SELATAN,187,1,128,58,21666,19238,721,1707
28/02/2021,KALIMANTAN SELATAN,170,3,43,124,21836,19281,724,1831
01/03/2021,KALIMANTAN SELATAN,206,1,91,114,22042,19372,725,1945
02/03/2021,KALIMANTAN SELATAN,187,6,102,79,22229,19474,731,2024
03/03/2021,KALIMANTAN SELATAN,179,2,121,56,22408,19595,733,2080
04/03/2021,KALIMANTAN SELATAN,167,6,129,32,22575,19724,739,2112
05/03/2021,KALIMANTAN SELATAN,197,3,242,-48,22772,19966,742,2064
06/03/2021,KALIMANTAN SELATAN,171,6,83,82,22943,20049,748,2146
07/03/2021,KALIMANTAN SELATAN,196,2,136,58,23139,20185,750,2204
08/03/2021,KALIMANTAN SELATAN,160,2,265,-107,23299,20450,752,2097
09/03/2021,KALIMANTAN SELATAN,126,4,131,-9,23425,20581,756,2088
10/03/2021,KALIMANTAN SELATAN,112,4,114,-6,23537,20695,760,2082
11/03/2021,KALIMANTAN SELATAN,196,2,126,68,23733,20821,762,2150
12/03/2021,KALIMANTAN SELATAN,199,3,72,124,23932,20893,765,2274
13/03/2021,KALIMANTAN SELATAN,197,3,146,48,24129,21039,768,2322
14/03/2021,KALIMANTAN SELATAN,204,5,279,-80,24333,21318,773,2242
15/03/2021,KALIMANTAN SELATAN,175,4,134,37,24508,21452,777,2279
16/03/2021,KALIMANTAN SELATAN,191,2,224,-35,24699,21676,779,2244
17/03/2021,KALIMANTAN SELATAN,158,5,99,54,24857,21775,784,2298
18/03/2021,KALIMANTAN SELATAN,118,4,125,-11,24975,21900,788,2287
19/03/2021,KALIMANTAN SELATAN,197,1,5,191,25172,21905,789,2478
26/03/2020,SUMATERA BARAT,3,0,0,3,3,0,0,3
27/03/2020,SUMATERA BARAT,2,0,0,2,5,0,0,5
28/03/2020,SUMATERA BARAT,0,0,0,0,5,0,0,5
29/03/2020,SUMATERA BARAT,0,0,0,0,5,0,0,5
30/03/2020,SUMATERA BARAT,3,0,0,3,8,0,0,8
31/03/2020,SUMATERA BARAT,0,0,0,0,8,0,0,8
01/04/2020,SUMATERA BARAT,0,0,0,0,8,0,0,8
02/04/2020,SUMATERA BARAT,0,0,0,0,8,0,0,8
03/04/2020,SUMATERA BARAT,0,0,0,0,8,0,0,8
04/04/2020,SUMATERA BARAT,0,0,0,0,8,0,0,8
05/04/2020,SUMATERA BARAT,0,0,0,0,8,0,0,8
06/04/2020,SUMATERA BARAT,10,0,0,10,18,0,0,18
07/04/2020,SUMATERA BARAT,0,0,0,0,18,0,0,18
08/04/2020,SUMATERA BARAT,0,0,0,0,18,0,0,18
09/04/2020,SUMATERA BARAT,0,0,0,0,18,0,0,18
10/04/2020,SUMATERA BARAT,13,3,5,5,31,5,3,23
11/04/2020,SUMATERA BARAT,0,0,0,0,31,5,3,23
12/04/2020,SUMATERA BARAT,13,0,1,12,44,6,3,35
13/04/2020,SUMATERA BARAT,1,0,0,1,45,6,3,36
14/04/2020,SUMATERA BARAT,3,1,0,2,48,6,4,38
15/04/2020,SUMATERA BARAT,7,0,1,6,55,7,4,44
16/04/2020,SUMATERA BARAT,0,0,0,0,55,7,4,44
17/04/2020,SUMATERA BARAT,7,2,3,2,62,10,6,46
18/04/2020,SUMATERA BARAT,9,1,2,6,71,12,7,52
19/04/2020,SUMATERA BARAT,1,0,0,1,72,12,7,53
20/04/2020,SUMATERA BARAT,2,0,1,1,74,13,7,54
21/04/2020,SUMATERA BARAT,2,1,0,1,76,13,8,55
22/04/2020,SUMATERA BARAT,5,1,0,4,81,13,9,59
23/04/2020,SUMATERA BARAT,5,0,3,2,86,16,9,61
24/04/2020,SUMATERA BARAT,10,1,1,8,96,17,10,69
25/04/2020,SUMATERA BARAT,1,1,4,-4,97,21,11,65
26/04/2020,SUMATERA BARAT,5,0,0,5,102,21,11,70
27/04/2020,SUMATERA BARAT,19,3,4,12,121,25,14,82
28/04/2020,SUMATERA BARAT,23,0,0,23,144,25,14,105
29/04/2020,SUMATERA BARAT,1,1,0,0,145,25,15,105
30/04/2020,SUMATERA BARAT,3,0,1,2,148,26,15,107
01/05/2020,SUMATERA BARAT,24,0,5,19,172,31,15,126
02/05/2020,SUMATERA BARAT,10,1,0,9,182,31,16,135
03/05/2020,SUMATERA BARAT,13,0,5,8,195,36,16,143
04/05/2020,SUMATERA BARAT,8,0,2,6,203,38,16,149
05/05/2020,SUMATERA BARAT,18,0,1,17,221,39,16,166
06/05/2020,SUMATERA BARAT,17,1,0,16,238,39,17,182
07/05/2020,SUMATERA BARAT,14,1,3,10,252,42,18,192
08/05/2020,SUMATERA BARAT,18,0,7,11,270,49,18,203
09/05/2020,SUMATERA BARAT,16,0,7,9,286,56,18,212
10/05/2020,SUMATERA BARAT,13,0,2,11,299,58,18,223
11/05/2020,SUMATERA BARAT,0,0,11,-11,299,69,18,212
12/05/2020,SUMATERA BARAT,20,1,3,16,319,72,19,228
13/05/2020,SUMATERA BARAT,20,1,13,6,339,85,20,234
14/05/2020,SUMATERA BARAT,32,2,3,27,371,88,22,261
15/05/2020,SUMATERA BARAT,22,0,3,19,393,91,22,280
16/05/2020,SUMATERA BARAT,3,1,3,-1,396,94,23,279
17/05/2020,SUMATERA BARAT,12,0,3,9,408,97,23,288
18/05/2020,SUMATERA BARAT,1,0,12,-11,409,109,23,277
19/05/2020,SUMATERA BARAT,11,0,10,1,420,119,23,278
20/05/2020,SUMATERA BARAT,8,1,28,-21,428,147,24,257
21/05/2020,SUMATERA BARAT,8,0,7,1,436,154,24,258
22/05/2020,SUMATERA BARAT,2,0,5,-3,438,159,24,255
23/05/2020,SUMATERA BARAT,5,1,20,-16,443,179,25,239
24/05/2020,SUMATERA BARAT,35,0,5,30,478,184,25,269
25/05/2020,SUMATERA BARAT,0,0,5,-5,478,189,25,264
26/05/2020,SUMATERA BARAT,32,0,22,10,510,211,25,274
27/05/2020,SUMATERA BARAT,27,1,28,-2,537,239,26,272
28/05/2020,SUMATERA BARAT,4,0,8,-4,541,247,26,268
29/05/2020,SUMATERA BARAT,0,0,6,-6,541,253,26,262
30/05/2020,SUMATERA BARAT,11,0,6,5,552,259,26,267
31/05/2020,SUMATERA BARAT,15,0,9,6,567,268,26,273
